season,series_id,race_id,race_id_short,finish_position,starting_position,driver_number,driver_nationality,driver_id,driver_name,sponsor,owner_id,car,race_laps_run,race_status,race_laps_lead,points_earned,playoff_points_earned
2024,C,2024_XPEL_225,2024_05_C,22,16,77,usa,Chase_Purdy,Chase Purdy,Bama Buggies,Spire_Motorsports,Chevrolet,46,running,0,19,0
2024,C,2024_XPEL_225,2024_05_C,23,21,88,usa,Matt_Crafton,Matt Crafton,Planters/Menards,Duke_Thorson,Ford,46,running,0,18,0
2024,C,2024_XPEL_225,2024_05_C,24,24,42,usa,Matt_Mills,Matt Mills,J.F. Electric/Utilitra,Al_Niece,Chevrolet,45,running,0,12,0
2024,C,2024_XPEL_225,2024_05_C,25,12,18,usa,Tyler_Ankrum,Tyler Ankrum,LiUNA!,Bill_McAnally,Chevrolet,46,running,0,23,0
2024,C,2024_XPEL_225,2024_05_C,26,33,12,usa,Dale_Quarterley,Dale Quarterley,Van Dyk Recycling,Randy_Young,Toyota,45,running,0,11,0
2024,C,2024_XPEL_225,2024_05_C,27,8,38,usa,Layne_Riggs,Layne Riggs,Love's Travel Stops,Bob_Jenkins,Ford,43,running,1,10,0
2024,C,2024_XPEL_225,2024_05_C,28,23,43,usa,Daniel_Dye,Daniel Dye,NAPA Nightvision,Bill_McAnally,Chevrolet,42,running,0,9,0
2024,C,2024_XPEL_225,2024_05_C,29,26,32,usa,Bret_Holmes,Bret Holmes,Bret Holmes Racing,Stacy_Holmes,Chevrolet,42,running,0,8,0
2024,C,2024_XPEL_225,2024_05_C,30,30,76,usa,Spencer_Boyd,Spencer Boyd,FR8 Factory,,Chevrolet,42,running,0,7,0
2024,C,2024_XPEL_225,2024_05_C,31,28,04,usa,Marco_Andretti,Marco Andretti,Group 1001 / CarQuest,Roper_Racing,Chevrolet,40,suspension,0,6,0
2024,C,2024_XPEL_225,2024_05_C,32,35,46,usa,Thad_Moffitt,Thad Moffitt,Induction Innovations,Lane_Moore,Chevrolet,39,running,0,5,0
2024,C,2024_XPEL_225,2024_05_C,33,20,33,usa,Lawless_Alan,Lawless Alan,AUTOChargit,Josh_Reaume,Ford,34,rear gear,0,4,0
2024,C,2024_XPEL_225,2024_05_C,34,31,20,usa,Vicente_Salas,Vicente Salas,Miramar Financial Group,Randy_Young,Chevrolet,33,transmission,0,3,0
2024,C,2024_XPEL_225,2024_05_C,35,32,02,usa,Mason_Massey,Mason Massey,RandCo,Randy_Young,Chevrolet,32,brakes,0,2,0
